# file...... Load671Power.csv
# date...... Wed Aug 15 12:08:11 2018
# user...... hu000007
# host...... (null)
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,l671:constant_power_A,l671:constant_power_B,l671:constant_power_C,l6711:constant_power_A,l6711:constant_power_B,l6711:constant_power_C
2000-10-07 10:01:00 EDT,+83065.9+48862.3j,+121940+70207.7j,+121753+70762.2j,+82196.7+32200.8j,+80246.8+70806j,+133076+97283.2j
2000-10-07 11:01:00 EDT,+83072.8+48866.3j,+122013+70250j,+124564+72395.9j,+85785.6+33606.7j,+80421.2+70959.9j,+133150+97337j
2000-10-07 12:01:00 EDT,+82006+48238.8j,+120337+69285.2j,+123356+71694.3j,+85427.6+33466.5j,+82280.5+72600.4j,+137793+100732j
2000-10-07 13:01:00 EDT,+83600.9+49177j,+118150+68025.9j,+121470+70598.2j,+84002.2+32908.1j,+84035.1+74148.6j,+135581+99114.1j
2000-10-07 14:01:00 EDT,+83649.9+49205.8j,+121060+69701.3j,+120890+70261.1j,+84022.4+32916j,+84527.5+74583.1j,+134601+98398j
2000-10-07 15:01:00 EDT,+83654.1+49208.3j,+114443+65891.3j,+124026+72083.6j,+84251.9+33005.9j,+76981.9+67925.2j,+134429+98272.5j
2000-10-07 16:01:00 EDT,+82116.2+48303.6j,+119149+68600.8j,+115676+67230.6j,+82854.5+32458.5j,+81539.9+71946.9j,+134674+98451.1j
2000-10-07 17:01:00 EDT,+83280.2+48988.4j,+118037+67960.7j,+120893+70262.5j,+83706+32792j,+78018.3+68839.7j,+128358+93833.9j
2000-10-07 18:01:00 EDT,+83526.7+49133.3j,+114292+65804.6j,+114066+66294.5j,+82363.5+32266.1j,+85938.4+75828j,+133488+97584j
2000-10-07 19:01:00 EDT,+82045.9+48262.3j,+115563+66536.4j,+121804+70792j,+82547.7+32338.3j,+88842.9+78390.8j,+130758+95588.3j
2000-10-07 20:01:00 EDT,+83462.4+49095.5j,+118349+68140.2j,+123994+72064.8j,+86418.8+33854.8j,+75161.9+66319.3j,+136729+99953.9j
2000-10-07 21:01:00 EDT,+82114.8+48302.8j,+123253+70963.8j,+116378+67638.5j,+85545.5+33512.7j,+78871.3+69592.3j,+131649+96240.3j
2000-10-07 22:01:00 EDT,+82379+48458.2j,+113487+65340.8j,+119728+69585.7j,+83251.6+32614j,+84032.4+74146.3j,+130902+95693.6j
2000-10-07 23:01:00 EDT,+82228.3+48369.6j,+121229+69798.2j,+123520+71789.4j,+82463.4+32305.2j,+82750.1+73014.8j,+132512+96871j
2000-10-08 00:01:00 EDT,+82578.9+48575.8j,+118306+68115.8j,+117238+68138.5j,+82492.4+32316.6j,+81801.6+72177.9j,+135368+98958.8j
2000-10-08 01:01:00 EDT,+82727+48663j,+120128+69164.4j,+121938+70869.8j,+82644+32376j,+81877.5+72244.9j,+131645+96236.7j
2000-10-08 02:01:00 EDT,+83614.4+49184.9j,+122440+70495.9j,+114161+66349.7j,+85142.5+33354.8j,+84489.8+74549.8j,+131772+96329.6j
2000-10-08 03:01:00 EDT,+82383.1+48460.7j,+115834+66692.4j,+117747+68434.1j,+86048+33709.5j,+81507.4+71918.3j,+135491+99048.7j
2000-10-08 04:01:00 EDT,+82607.8+48592.8j,+115739+66637.8j,+113875+66183.9j,+83229.3+32605.3j,+80601+71118.5j,+132016+96508.3j
2000-10-08 05:01:00 EDT,+82934+48784.7j,+120789+69545.1j,+116636+67788.4j,+85290.5+33412.8j,+77901.7+68736.8j,+131796+96347.2j
2000-10-08 06:01:00 EDT,+83021.4+48836.1j,+114201+65752.4j,+119693+69565.1j,+86503.7+33888j,+77248.1+68160j,+136081+99480j
2000-10-08 07:01:00 EDT,+82572.4+48572j,+121421+69909.2j,+124372+72284.4j,+84950.3+33279.5j,+84986+74987.7j,+133129+97321.5j
2000-10-08 08:01:00 EDT,+83282.8+48989.9j,+120034+69110.5j,+121245+70467.5j,+84401.3+33064.4j,+78367+69147.3j,+137738+100691j
2000-10-08 09:01:00 EDT,+83613.9+49184.6j,+120860+69586.3j,+119556+69485.6j,+86013.5+33696j,+78811.1+69539.2j,+131733+96301.6j
2000-10-08 10:01:00 EDT,+82037.7+48257.5j,+122705+70648.5j,+121723+70745.1j,+84002.6+32908.2j,+79866.3+70470.3j,+127019+92855j
2000-10-08 11:01:00 EDT,+83054+48855.3j,+113210+65181.3j,+120694+70147.1j,+84014.7+32913j,+86158.6+76022.3j,+136523+99803.1j
2000-10-08 12:01:00 EDT,+82227.1+48368.9j,+114875+66140.1j,+116491+67704.2j,+82424.3+32289.9j,+89933.1+79352.7j,+133836+97838.4j
2000-10-08 13:01:00 EDT,+83377+49045.3j,+113051+65089.8j,+117553+68321.5j,+86890.7+34039.6j,+80468.8+71001.9j,+131817+96362.9j
2000-10-08 14:01:00 EDT,+82891.5+48759.7j,+122821+70714.9j,+115736+67265.6j,+84551.6+33123.3j,+73976.4+65273.3j,+136866+100054j
2000-10-08 15:01:00 EDT,+83157.5+48916.2j,+121129+69740.7j,+118181+68686.3j,+84370.1+33052.2j,+85163.9+75144.6j,+132324+96733j
2000-10-08 16:01:00 EDT,+83102.4+48883.8j,+122798+70701.7j,+119195+69275.8j,+83017.6+32522.4j,+85846.9+75747.3j,+129121+94391.6j
2000-10-08 17:01:00 EDT,+83068.9+48864.1j,+119947+69060.3j,+115229+66970.6j,+82473.8+32309.3j,+88196.8+77820.7j,+129745+94847.7j
2000-10-08 18:01:00 EDT,+82930.9+48782.9j,+123209+70938.8j,+124501+72359.7j,+85230.8+33389.4j,+75263.7+66409.2j,+127128+92934.6j
2000-10-08 19:01:00 EDT,+82995.3+48820.7j,+116653+67163.8j,+114741+66687.1j,+86257.9+33791.7j,+84392.7+74464.2j,+137150+100262j
2000-10-08 20:01:00 EDT,+82958.8+48799.3j,+113443+65315.7j,+120979+70312.4j,+85714.4+33578.8j,+78475.2+69242.8j,+127100+92914.3j
2000-10-08 21:01:00 EDT,+82933.2+48784.3j,+114678+66026.9j,+120049+69772j,+84997+33297.8j,+85857.7+75756.8j,+137375+100426j
2000-10-08 22:01:00 EDT,+83066.6+48862.7j,+116688+67183.8j,+114576+66591.1j,+86161.1+33753.8j,+84698.7+74734.2j,+136739+99960.8j
2000-10-08 23:01:00 EDT,+83029.9+48841.1j,+123246+70959.8j,+115177+66940.7j,+85164.6+33363.5j,+75399.1+66528.6j,+133945+97918.6j
2000-10-09 00:01:00 EDT,+82450.4+48500.2j,+122176+70343.5j,+122696+71310.3j,+83346.5+32651.2j,+75282.6+66425.8j,+129219+94463.7j
2000-10-09 01:01:00 EDT,+83669.9+49217.6j,+116783+67238.9j,+115552+67158.4j,+86167.5+33756.4j,+88189.4+77814.2j,+134115+98042.6j
2000-10-09 02:01:00 EDT,+81995.2+48232.5j,+114514+65932.6j,+120175+69845.6j,+84049.8+32926.7j,+80766.8+71264.8j,+137115+100236j
2000-10-09 03:01:00 EDT,+82885.3+48756.1j,+119165+68610.4j,+116667+67806.4j,+83809.6+32832.6j,+75003.6+66179.7j,+128848+94192.2j
2000-10-09 04:01:00 EDT,+82726.9+48662.9j,+113605+65409.2j,+118094+68635.9j,+83272.1+32622.1j,+74960.3+66141.4j,+133933+97909.8j
2000-10-09 05:01:00 EDT,+83386+49050.6j,+118135+68017j,+115593+67182.1j,+83886+32862.6j,+85703.7+75620.9j,+133629+97687.8j
2000-10-09 06:01:00 EDT,+82383.4+48460.8j,+119097+68570.8j,+119950+69714.3j,+85401.3+33456.2j,+89893+79317.3j,+136376+99695.3j
2000-10-09 07:01:00 EDT,+81994.6+48232.1j,+117094+67417.5j,+114009+66261.8j,+84896.9+33258.6j,+84260.5+74347.5j,+127697+93351.2j
2000-10-09 08:01:00 EDT,+82527.5+48545.6j,+113066+65098.7j,+121969+70887.8j,+86119.2+33737.4j,+88091.4+77727.7j,+131305+95988.8j
2000-10-09 09:01:00 EDT,+83826.5+49309.7j,+115028+66228.1j,+115302+67012.9j,+83814.6+32834.6j,+87595.7+77290.3j,+134627+98416.8j
2000-10-09 10:01:00 EDT,+83181.5+48930.3j,+116730+67208.2j,+115905+67363.3j,+84882.6+33253j,+78205.7+69005j,+135179+98820.5j
2000-10-09 11:01:00 EDT,+81997.4+48233.8j,+119697+68916.5j,+122617+71264.8j,+82877.1+32467.3j,+84634.2+74677.2j,+130912+95700.9j
2000-10-09 12:01:00 EDT,+82105.8+48297.5j,+120848+69579.1j,+121706+70735j,+83832.5+32841.6j,+80035.1+70619.2j,+127734+93378.2j
2000-10-09 13:01:00 EDT,+82580.5+48576.8j,+113642+65430.1j,+123509+71783j,+84409.2+33067.5j,+77376.1+68273j,+129269+94499.9j
2000-10-09 14:01:00 EDT,+83434.7+49079.2j,+119758+68951.6j,+120850+70237.3j,+85338.9+33431.7j,+80466.6+70999.9j,+136851+100042j
2000-10-09 15:01:00 EDT,+83722.5+49248.5j,+117375+67579.8j,+123030+71504.7j,+85103.8+33339.6j,+89266.7+78764.7j,+137766+100712j
2000-10-09 16:01:00 EDT,+82979.6+48811.5j,+120094+69145.2j,+118543+68896.9j,+85941.9+33667.9j,+77486.6+68370.6j,+130779+95604.1j
2000-10-09 17:01:00 EDT,+82220.5+48365j,+119967+69072.1j,+124381+72289.7j,+85938.7+33666.7j,+88072.4+77711j,+135526+99074.5j
2000-10-09 18:01:00 EDT,+81987.2+48227.8j,+123320+71002.6j,+124811+72539.7j,+82141.7+32179.2j,+73139.2+64534.6j,+137820+100751j
2000-10-09 19:01:00 EDT,+81522.8+47954.6j,+122272+70399.1j,+122449+71167.2j,+82030.7+32135.7j,+78674.8+69419j,+133360+97490.9j
2000-10-09 20:01:00 EDT,+79789.3+46934.9j,+120218+69216.7j,+124720+72487.1j,+82111+32167.2j,+81890.5+72256.3j,+133487+97583.9j
2000-10-09 21:01:00 EDT,+81522.9+47954.6j,+121767+70108.1j,+121983+70896.1j,+82133.5+32176j,+73508.1+64860.1j,+136925+100097j
2000-10-09 22:01:00 EDT,+79576.7+46809.8j,+121649+70040.4j,+122751+71342.7j,+81808.3+32048.6j,+83226.5+73435.1j,+137581+100577j
2000-10-09 23:01:00 EDT,+79569.1+46805.3j,+119743+68943j,+124184+72175.3j,+81724+32015.6j,+75083.9+66250.5j,+136020+99435.4j
2000-10-10 00:01:00 EDT,+80307.6+47239.8j,+118812+68406.8j,+122995+71484j,+81771.7+32034.3j,+76225.1+67257.5j,+134385+98240.1j
2000-10-10 01:01:00 EDT,+80650.7+47441.6j,+119575+68846.4j,+122184+71013j,+81944.9+32102.1j,+81260.6+71700.6j,+133248+97408.9j
2000-10-10 02:01:00 EDT,+79728.5+46899.1j,+118767+68381.1j,+124345+72269.1j,+82113.5+32168.2j,+87050.9+76809.7j,+136380+99698.6j
2000-10-10 03:01:00 EDT,+80693.2+47466.6j,+120767+69532.8j,+123879+71998.3j,+82069.8+32151j,+74679.5+65893.7j,+134060+98002.3j
2000-10-10 04:01:00 EDT,+80323.8+47249.3j,+121933+70203.7j,+122898+71428.1j,+81714.8+32012j,+81323.5+71756j,+137123+100241j
2000-10-10 05:01:00 EDT,+80123.1+47131.2j,+119098+68571.8j,+121276+70485j,+81940.3+32100.3j,+73765.8+65087.5j,+134440+98280.6j
2000-10-10 06:01:00 EDT,+81741.2+48083j,+119964+69070.2j,+122571+71237.9j,+82130.1+32174.7j,+89449.3+78925.8j,+137550+100554j
2000-10-10 07:01:00 EDT,+81667.2+48039.5j,+120394+69317.6j,+123414+71727.9j,+81942.6+32101.2j,+74016.6+65308.8j,+135418+98995.3j
2000-10-10 08:01:00 EDT,+80216.3+47186.1j,+118663+68321.1j,+124734+72494.9j,+82032.7+32136.5j,+88955.7+78490.4j,+136830+100027j
2000-10-10 09:01:00 EDT,+81687+48051.2j,+119927+69048.9j,+123452+71749.7j,+81862.6+32069.9j,+89112.3+78628.5j,+134532+98347.8j
2000-10-10 10:01:00 EDT,+80213+47184.1j,+121721+70081.5j,+122291+71074.9j,+82113.3+32168.1j,+80941.1+71418.6j,+134442+98281.5j
2000-10-10 11:01:00 EDT,+81872.8+48160.5j,+122465+70510.2j,+122861+71406.7j,+81735.9+32020.2j,+77103.3+68032.3j,+132428+96809.3j
2000-10-10 12:01:00 EDT,+80696.8+47468.7j,+120564+69415.9j,+121750+70760.8j,+82042.3+32140.3j,+91583.8+80809.2j,+133497+97590.6j
2000-10-10 13:01:00 EDT,+79259.9+46623.5j,+120799+69550.9j,+121733+70751.1j,+82132.7+32175.7j,+75785.5+66869.6j,+137321+100386j
2000-10-10 14:01:00 EDT,+80248.2+47204.8j,+120614+69444.4j,+124611+72423.5j,+82052.4+32144.2j,+79058.2+69757.2j,+137423+100461j
2000-10-10 15:01:00 EDT,+80346.3+47262.5j,+119748+68946j,+124757+72508.3j,+81987.8+32118.9j,+91087+80370.8j,+137727+100683j
2000-10-10 16:01:00 EDT,+79612.6+46831j,+118673+68327.1j,+123713+71901.5j,+81917.2+32091.3j,+79933.8+70529.8j,+133277+97429.8j
2000-10-10 17:01:00 EDT,+80615.2+47420.7j,+122634+70607.3j,+124485+72350.3j,+81867.3+32071.7j,+90733.3+80058.8j,+135050+98726.2j
2000-10-10 18:01:00 EDT,+80692.2+47466j,+122027+70258.1j,+121532+70634.1j,+81937.3+32099.1j,+75079.4+66246.6j,+137592+100585j
2000-10-10 19:01:00 EDT,+80374.1+47278.9j,+121226+69797.1j,+122578+71241.8j,+81890.8+32080.9j,+76629.5+67614.3j,+135380+98967.4j
2000-10-10 20:01:00 EDT,+79867.5+46980.9j,+120527+69394.1j,+124349+72271.1j,+82046.6+32142j,+84019.9+74135.2j,+133359+97490.3j
2000-10-10 21:01:00 EDT,+81372.9+47866.4j,+120593+69432.3j,+123722+71906.6j,+81939+32099.8j,+86540.5+76359.3j,+137206+100303j
2000-10-10 22:01:00 EDT,+81214.1+47773j,+120851+69580.8j,+121850+70818.7j,+81737+32020.7j,+76275.3+67301.7j,+136710+99939.9j
2000-10-10 23:01:00 EDT,+79455.2+46738.3j,+122550+70559.2j,+124489+72352.9j,+81896.6+32083.2j,+80138.4+70710.4j,+134975+98671.1j
2000-10-11 00:01:00 EDT,+81352.7+47854.6j,+122535+70550.5j,+121536+70636.3j,+82062+32148j,+84761.4+74789.5j,+137418+100457j
2000-10-11 01:01:00 EDT,+79616.2+46833.1j,+119707+68922.5j,+122862+71407.2j,+81765.8+32032j,+87374.3+77095j,+136026+99439.9j
2000-10-11 02:01:00 EDT,+81706.6+48062.7j,+122369+70455j,+123351+71691.3j,+81814.5+32051j,+78001+68824.4j,+135867+99323.4j
2000-10-11 03:01:00 EDT,+80609.7+47417.5j,+122664+70624.5j,+123272+71645.2j,+82033.1+32136.7j,+81258.3+71698.5j,+136313+99649.5j
2000-10-11 04:01:00 EDT,+81586.6+47992.1j,+119182+68619.7j,+122564+71234j,+81966.6+32110.6j,+75972.7+67034.7j,+132574+96915.9j
2000-10-11 05:01:00 EDT,+79235.8+46609.3j,+120898+69608.2j,+124258+72218.3j,+82056.1+32145.7j,+75048.3+66219.1j,+136863+100052j
2000-10-11 06:01:00 EDT,+79966.2+47038.9j,+121207+69785.8j,+122665+71292.6j,+81850+32064.9j,+91270+80532.4j,+135406+98986.3j
2000-10-11 07:01:00 EDT,+81300.6+47823.9j,+121363+69875.6j,+122058+70939.6j,+82084.5+32156.8j,+86095.8+75966.9j,+133503+97595j
2000-10-11 08:01:00 EDT,+80254.2+47208.4j,+122307+70419.2j,+124180+72173.3j,+82019.6+32131.4j,+78484.6+69251.1j,+134328+98198.1j
2000-10-11 09:01:00 EDT,+80298+47234.1j,+120581+69425.6j,+123302+71663j,+82026.7+32134.2j,+82988.2+73224.9j,+135411+98990.2j
2000-10-11 10:01:00 EDT,+81802.5+48119.1j,+120182+69195.5j,+123430+71736.9j,+81772+32034.4j,+76138.1+67180.7j,+132920+97169.4j
2000-10-11 11:01:00 EDT,+81884.1+48167.1j,+121731+70087.8j,+121771+70772.6j,+81760.9+32030.1j,+80057.9+70639.3j,+136149+99529.7j
2000-10-11 12:01:00 EDT,+79709.8+46888.1j,+121301+69839.7j,+123705+71897.1j,+81999.4+32123.5j,+89980.9+79394.9j,+135111+98771.1j
2000-10-11 13:01:00 EDT,+80142.1+47142.4j,+121249+69809.9j,+123974+72053.3j,+82019+32131.1j,+76580.4+67571j,+134168+98081.5j
2000-10-11 14:01:00 EDT,+79854.3+46973.1j,+119641+68884.3j,+122415+71147.1j,+81994.8+32121.7j,+89045.1+78569.2j,+134557+98365.6j
2000-10-11 15:01:00 EDT,+80723.1+47484.2j,+121942+70209.1j,+123826+71967.3j,+81880.6+32077j,+78606+69358.2j,+133059+97270.6j
2000-10-11 16:01:00 EDT,+79653.8+46855.2j,+120675+69479.7j,+123815+71961.1j,+82071.3+32151.7j,+85805.4+75710.7j,+134703+98472.2j
2000-10-11 17:01:00 EDT,+81106.4+47709.6j,+118899+68457.3j,+124668+72456.7j,+81736.2+32020.4j,+85064.3+75056.8j,+136170+99544.6j
2000-10-11 18:01:00 EDT,+81302+47824.7j,+122949+70789.1j,+121769+70771.6j,+81880.3+32076.8j,+82587.8+72871.6j,+135738+99229.1j
2000-10-11 19:01:00 EDT,+79830.8+46959.3j,+121377+69883.6j,+122192+71017.6j,+82116.8+32169.5j,+73276.5+64655.8j,+134779+98528j
2000-10-11 20:01:00 EDT,+80400+47294.1j,+123026+70832.9j,+122515+71205.4j,+81893.7+32082.1j,+86267.4+76118.3j,+136338+99667.9j
2000-10-11 21:01:00 EDT,+79896.5+46997.9j,+120098+69147.3j,+122468+71178.1j,+81934.8+32098.2j,+77651.2+68515.7j,+132403+96790.9j
2000-10-11 22:01:00 EDT,+80231.2+47194.8j,+122426+70487.5j,+121946+70874.4j,+81867.5+32071.8j,+90941.8+80242.8j,+135171+98814.8j
2000-10-11 23:01:00 EDT,+80895.1+47585.4j,+119753+68948.9j,+123623+71849.1j,+82058.4+32146.6j,+79425+70080.9j,+136902+100080j
2000-10-12 00:01:00 EDT,+81768.9+48099.3j,+121714+70077.9j,+123178+71590.5j,+82123.6+32172.1j,+76581.9+67572.2j,+135743+99232.5j
2000-10-12 01:01:00 EDT,+79803.9+46943.5j,+123301+70991.4j,+123799+71951.4j,+82019.4+32131.3j,+85498.8+75440.1j,+133438+97547.8j
2000-10-12 02:01:00 EDT,+80491+47347.6j,+122773+70687.3j,+122868+71410.4j,+82118.3+32170.1j,+75847.7+66924.5j,+134819+98557.5j
2000-10-12 03:01:00 EDT,+81946.9+48204.1j,+122069+70281.9j,+124588+72409.9j,+82011.3+32128.1j,+85075.5+75066.6j,+132974+97208.3j
2000-10-12 04:01:00 EDT,+79733.2+46901.9j,+119628+68877j,+124375+72286.3j,+81833.5+32058.5j,+89159+78669.7j,+135927+99367j
2000-10-12 05:01:00 EDT,+79516.1+46774.2j,+120950+69638j,+122863+71407.5j,+81849.7+32064.8j,+73846.3+65158.5j,+133911+97893.3j
2000-10-12 06:01:00 EDT,+79240.7+46612.2j,+120783+69541.7j,+123552+71808.3j,+81865.6+32071.1j,+82656.3+72932.1j,+133875+97867j
2000-10-12 07:01:00 EDT,+79289.6+46641j,+121317+69849.2j,+121362+70535.2j,+82087.6+32158j,+77423.2+68314.6j,+135911+99355.3j
2000-10-12 08:01:00 EDT,+80505.1+47356j,+120515+69387.1j,+123166+71583.5j,+81713.1+32011.3j,+77731+68586.2j,+136074+99474.9j
2000-10-12 09:01:00 EDT,+81448+47910.6j,+120972+69650.5j,+124006+72071.8j,+82089.2+32158.7j,+82035.7+72384.5j,+136584+99847.4j
2000-10-12 10:01:00 EDT,+81964.4+48214.3j,+121174+69766.8j,+124464+72338.3j,+81744.3+32023.6j,+76114.8+67160.2j,+133993+97953.7j
2000-10-12 11:01:00 EDT,+79968.8+47040.5j,+121321+69851.3j,+124372+72284.6j,+82131.5+32175.2j,+75564.4+66674.4j,+137590+100583j
2000-10-12 12:01:00 EDT,+79706.5+46886.2j,+118688+68335.8j,+123356+71694.2j,+81879.3+32076.4j,+75297.3+66438.8j,+133218+97386.6j
2000-10-12 13:01:00 EDT,+80989.9+47641.1j,+119018+68525.7j,+123206+71606.9j,+82036.6+32138j,+89851.2+79280.5j,+137194+100293j
2000-10-12 14:01:00 EDT,+79574.1+46808.3j,+118562+68262.9j,+123476+71763.7j,+81970.7+32112.2j,+75236.2+66384.8j,+135388+98973.3j
2000-10-12 15:01:00 EDT,+79924.7+47014.6j,+119938+69055.1j,+123431+71737.9j,+81799.8+32045.3j,+75392.1+66522.5j,+135770+99252.9j
2000-10-12 16:01:00 EDT,+79578.6+46810.9j,+120220+69217.6j,+124091+72121.3j,+82070.7+32151.4j,+80483.3+71014.7j,+133279+97431.5j
2000-10-12 17:01:00 EDT,+80475+47338.2j,+122681+70634.3j,+124315+72251.5j,+81849.2+32064.6j,+74306.3+65564.4j,+136689+99924.1j
2000-10-12 18:01:00 EDT,+81613.5+48007.9j,+121172+69765.5j,+124705+72478.2j,+81979.4+32115.6j,+76116.9+67162j,+137635+100616j
2000-10-12 19:01:00 EDT,+79800.7+46941.6j,+122009+70247.7j,+124571+72400.1j,+81792.7+32042.5j,+81966+72322.9j,+134018+97971.5j
2000-10-12 20:01:00 EDT,+81034.3+47667.3j,+119559+68837j,+122167+71002.9j,+82020.3+32131.7j,+80830.8+71321.3j,+134773+98523.7j
2000-10-12 21:01:00 EDT,+81621.9+48012.9j,+122943+70785.4j,+124399+72300.5j,+81779.7+32037.4j,+87143+76890.9j,+137284+100359j
2000-10-12 22:01:00 EDT,+80746.8+47498.1j,+122321+70427.1j,+122252+71052.2j,+82103.7+32164.4j,+87779.3+77452.3j,+136445+99745.9j
2000-10-12 23:01:00 EDT,+80745.9+47497.6j,+123196+70930.9j,+122222+71034.9j,+81841.6+32061.7j,+80334.4+70883.3j,+136690+99924.9j
2000-10-13 00:01:00 EDT,+80522+47365.9j,+123317+71000.7j,+122866+71409.3j,+82083.2+32156.3j,+84112.7+74217.1j,+137747+100698j
2000-10-13 01:01:00 EDT,+81944.6+48202.7j,+120417+69330.9j,+122669+71294.7j,+81836.7+32059.7j,+74665.1+65880.9j,+137569+100567j
2000-10-13 02:01:00 EDT,+79584.6+46814.5j,+121313+69846.7j,+124117+72136.6j,+81843.6+32062.4j,+88666.3+78235j,+133838+97839.9j
2000-10-13 03:01:00 EDT,+81178.1+47751.9j,+119469+68785.4j,+124413+72308.5j,+82044.5+32141.1j,+73679.8+65011.6j,+134322+98194.4j
2000-10-13 04:01:00 EDT,+81309.4+47829.1j,+121779+70115.3j,+124285+72233.9j,+81876.2+32075.2j,+84402.1+74472.4j,+132847+97116.1j
2000-10-13 05:01:00 EDT,+81520+47952.9j,+121612+70019.1j,+123181+71592.6j,+81867.7+32071.9j,+84151+74250.9j,+133636+97692.8j
2000-10-13 06:01:00 EDT,+80981.8+47636.3j,+122646+70614.2j,+121742+70756.1j,+81853.8+32066.4j,+78885.2+69604.6j,+134177+98088.2j
2000-10-13 07:01:00 EDT,+80692.4+47466.1j,+120142+69172.9j,+123248+71631.3j,+81932.1+32097.1j,+82897.3+73144.7j,+132829+97102.5j
2000-10-13 08:01:00 EDT,+80465.9+47332.9j,+120727+69509.7j,+121311+70505.8j,+81707.7+32009.2j,+82586.4+72870.3j,+137355+100411j
2000-10-13 09:01:00 EDT,+81828+48134.1j,+118782+68389.5j,+124482+72348.6j,+82044+32140.9j,+79262.2+69937.2j,+134864+98590.1j
2000-10-13 10:01:00 EDT,+81855.3+48150.2j,+121607+70016.3j,+124757+72508.2j,+82057.5+32146.2j,+89203.2+78708.7j,+135883+99335.3j
2000-10-13 11:01:00 EDT,+79943.7+47025.7j,+118808+68404.5j,+123370+71702.3j,+82013.4+32128.9j,+76493.4+67494.2j,+133996+97955.5j
2000-10-13 12:01:00 EDT,+80161+47153.5j,+121525+69969.1j,+124059+72102.9j,+82001.1+32124.2j,+73487.4+64841.8j,+136285+99628.9j
2000-10-13 13:01:00 EDT,+79925.9+47015.3j,+120967+69647.9j,+124189+72178.2j,+82083.6+32156.5j,+80631.9+71145.8j,+133318+97460.4j
2000-10-13 14:01:00 EDT,+79430.5+46723.8j,+118669+68324.7j,+122392+71133.9j,+81859.9+32068.8j,+88199.1+77822.8j,+134054+97998.4j
2000-10-13 15:01:00 EDT,+79687.6+46875.1j,+121321+69851.6j,+122872+71412.7j,+81743.2+32023.1j,+86042.3+75919.7j,+134914+98626.7j
2000-10-13 16:01:00 EDT,+81729.4+48076.1j,+120950+69637.6j,+123414+71727.7j,+81746.7+32024.5j,+88424.2+78021.4j,+133674+97720.4j
2000-10-13 17:01:00 EDT,+81075.9+47691.7j,+118694+68338.8j,+124264+72222j,+82004.8+32125.6j,+84967.4+74971.3j,+136456+99754.4j
2000-10-13 18:01:00 EDT,+81286.8+47815.8j,+118872+68441.6j,+123125+71559.6j,+81823.8+32054.7j,+76286.3+67311.5j,+136069+99471.4j
2000-10-13 19:01:00 EDT,+80942.3+47613.1j,+122929+70777.3j,+124265+72222.3j,+82120.1+32170.8j,+73844.6+65157j,+137084+100213j
2000-10-13 20:01:00 EDT,+81817.4+48127.9j,+118686+68334.1j,+124231+72202.4j,+81996+32122.2j,+86047.4+75924.2j,+136062+99466.3j
2000-10-13 21:01:00 EDT,+81478.5+47928.5j,+121706+70073j,+123633+71855.3j,+81709.8+32010j,+86658.3+76463.2j,+137639+100619j
2000-10-13 22:01:00 EDT,+81593.4+47996.1j,+120391+69315.9j,+121832+70808.3j,+82056.5+32145.8j,+77457.8+68345.2j,+136804+100008j
2000-10-13 23:01:00 EDT,+81094.5+47702.7j,+121845+70153.1j,+123019+71498.3j,+81823.8+32054.7j,+82033.5+72382.5j,+134514+98334.3j
2000-10-14 00:01:00 EDT,+79648+46851.7j,+120575+69422.3j,+124201+72185.3j,+81875.4+32074.9j,+90015.1+79425.1j,+134430+98272.8j
2000-10-14 01:01:00 EDT,+80945.7+47615.1j,+123031+70836.2j,+124809+72538.6j,+81751.6+32026.4j,+86915.9+76690.5j,+132524+96879.8j
2000-10-14 02:01:00 EDT,+80729.5+47487.9j,+122385+70464.1j,+123240+71626.6j,+81830.8+32057.4j,+83444.4+73627.4j,+132570+96913.1j
2000-10-14 03:01:00 EDT,+81400+47882.3j,+119024+68529.2j,+124408+72305.4j,+82032.8+32136.6j,+88007.7+77653.8j,+135807+99279.6j
2000-10-14 04:01:00 EDT,+81675.9+48044.6j,+122228+70373.8j,+121955+70879.9j,+81810.2+32049.4j,+73760.4+65082.7j,+134423+98268j
2000-10-14 05:01:00 EDT,+79399.7+46705.7j,+121584+70002.8j,+123353+71692.4j,+81948.4+32103.5j,+85746.2+75658.4j,+132789+97073.1j
2000-10-14 06:01:00 EDT,+79930.3+47017.8j,+123264+70970.2j,+121382+70546.8j,+81859.9+32068.8j,+78400.3+69176.7j,+132727+97028.3j
2000-10-14 07:01:00 EDT,+80608.5+47416.8j,+121846+70153.6j,+123554+71809.2j,+82008.4+32127j,+82786.9+73047.3j,+135271+98888j
2000-10-14 08:01:00 EDT,+79542.8+46789.9j,+122789+70696.7j,+123683+71883.9j,+82087.3+32157.9j,+89247.4+78747.7j,+135572+99108.2j
2000-10-14 09:01:00 EDT,+79744.2+46908.3j,+122461+70507.8j,+123092+71540.8j,+82047.9+32142.5j,+76922.6+67872.8j,+136558+99828.4j
2000-10-14 10:01:00 EDT,+79610.5+46829.7j,+123167+70914.6j,+121381+70546j,+82116.6+32169.4j,+90640.5+79976.9j,+132482+96849.3j
2000-10-14 11:01:00 EDT,+80714.9+47479.4j,+121064+69703.4j,+122682+71302.3j,+81873.3+32074.1j,+85899.7+75793.8j,+137224+100316j
